acc,prec,recall,loss,val_acc,val_prec,val_recall,val_loss
0.6616580486297607,0.6538461446762085,0.6870466470718384,0.6927952170372009,0.800000011920929,0.800000011920929,0.800000011920929,0.4125635325908661
0.794818639755249,0.7960457801818848,0.7927461266517639,0.4653940498828888,0.862500011920929,0.8849557638168335,0.8333333134651184,0.33920609951019287
0.8233160376548767,0.8236514329910278,0.822797954082489,0.4088717997074127,0.862500011920929,0.9142857193946838,0.800000011920929,0.3249055743217468
0.8518134951591492,0.850361168384552,0.8538860082626343,0.3571411967277527,0.8583333492279053,0.9134615659713745,0.7916666865348816,0.30773162841796875
0.8637305498123169,0.8633540272712708,0.8642486929893494,0.3315497636795044,0.862500011920929,0.9142857193946838,0.800000011920929,0.29543066024780273
0.8575129508972168,0.8616352081298828,0.8518134951591492,0.3299248516559601,0.887499988079071,0.9266055226325989,0.8416666388511658,0.2824867069721222
0.8652849793434143,0.8645294904708862,0.8663212656974792,0.323579877614975,0.8666666746139526,0.9313725233078003,0.7916666865348816,0.2971773147583008
0.8658031225204468,0.8677083253860474,0.8632124066352844,0.29888099431991577,0.8666666746139526,0.9313725233078003,0.7916666865348816,0.2914396822452545
0.8720207214355469,0.8747390508651733,0.8683937788009644,0.304025262594223,0.8708333373069763,0.9320388436317444,0.800000011920929,0.28374215960502625
0.8709844350814819,0.874476969242096,0.8663212656974792,0.3042621910572052,0.8833333253860474,0.9339622855186462,0.824999988079071,0.2778499722480774
0.8886010646820068,0.8842213153839111,0.8943005204200745,0.2862813472747803,0.8833333253860474,0.942307710647583,0.8166666626930237,0.27669161558151245
0.8797927498817444,0.8845750093460083,0.8735751509666443,0.283513605594635,0.887499988079071,0.9266055226325989,0.8416666388511658,0.2600981891155243
0.8730570077896118,0.8726708292961121,0.8735751509666443,0.2902988791465759,0.8833333253860474,0.918181836605072,0.8416666388511658,0.25215402245521545
0.8958549499511719,0.89462810754776,0.8974093198776245,0.26843777298927307,0.8833333253860474,0.9339622855186462,0.824999988079071,0.26813820004463196
0.889637291431427,0.8983050584793091,0.8787564635276794,0.27000540494918823,0.8791666626930237,0.9099099040031433,0.8416666388511658,0.2569260895252228
0.8891191482543945,0.889927327632904,0.8880829215049744,0.2646290361881256,0.887499988079071,0.9345794320106506,0.8333333134651184,0.26176178455352783
0.8948186635971069,0.8985355496406555,0.8901554346084595,0.27554067969322205,0.8916666507720947,0.9351851940155029,0.8416666388511658,0.261569082736969
0.8958549499511719,0.8930041193962097,0.8994818925857544,0.26796796917915344,0.8708333373069763,0.9320388436317444,0.800000011920929,0.27269601821899414
0.8875647783279419,0.8936842083930969,0.8797927498817444,0.2692318558692932,0.8833333253860474,0.9339622855186462,0.824999988079071,0.26648008823394775
0.8849741220474243,0.8833849430084229,0.8870466351509094,0.26757434010505676,0.887499988079071,0.9428571462631226,0.824999988079071,0.26752087473869324
0.8901554346084595,0.8942408561706543,0.8849741220474243,0.2663404047489166,0.8916666507720947,0.9351851940155029,0.8416666388511658,0.2557641863822937
0.9145077466964722,0.9219409227371216,0.9056994915008545,0.2358098328113556,0.8833333253860474,0.9339622855186462,0.824999988079071,0.2570062577724457
