acc,prec,recall,loss,val_acc,val_prec,val_recall,val_loss
0.6881987452507019,0.6727480292320251,0.7329192757606506,0.5900582671165466,0.824999988079071,0.8125,0.8450000286102295,0.41417527198791504
0.8478260636329651,0.8500000238418579,0.8447204828262329,0.3575538694858551,0.8675000071525574,0.8888888955116272,0.8399999737739563,0.3509926199913025
0.8801242113113403,0.8853904008865356,0.8732919096946716,0.3015151619911194,0.8675000071525574,0.893048107624054,0.8349999785423279,0.3261209726333618
0.8931676745414734,0.9011406898498535,0.8832297921180725,0.267975389957428,0.8675000071525574,0.8888888955116272,0.8399999737739563,0.3101881146430969
0.9024844765663147,0.9039900302886963,0.9006211161613464,0.24828258156776428,0.8675000071525574,0.8888888955116272,0.8399999737739563,0.29882147908210754
0.908695638179779,0.9092040061950684,0.9080745577812195,0.23629415035247803,0.8700000047683716,0.897849440574646,0.8349999785423279,0.2975301742553711
0.9136645793914795,0.9141790866851807,0.9130434989929199,0.2192775160074234,0.8774999976158142,0.8994709253311157,0.8500000238418579,0.2857796549797058
0.9236024618148804,0.9220296740531921,0.9254658222198486,0.20773907005786896,0.8774999976158142,0.908108115196228,0.8399999737739563,0.2886195182800293
0.9322981238365173,0.9360902309417725,0.9279503226280212,0.19812054932117462,0.8774999976158142,0.908108115196228,0.8399999737739563,0.28560805320739746
0.9329192638397217,0.9383648037910461,0.9267081022262573,0.1911367028951645,0.875,0.907608687877655,0.8349999785423279,0.2844468355178833
0.9385093450546265,0.9379652738571167,0.939130425453186,0.1837613433599472,0.875,0.907608687877655,0.8349999785423279,0.28116825222969055
0.94037264585495,0.9414694905281067,0.939130425453186,0.17692424356937408,0.8725000023841858,0.916201114654541,0.8199999928474426,0.2891067564487457
0.9453415870666504,0.948685884475708,0.9416149258613586,0.17028558254241943,0.8824999928474426,0.9090909361839294,0.8500000238418579,0.27489644289016724
0.9465838670730591,0.9465838670730591,0.9465838670730591,0.16684749722480774,0.887499988079071,0.9100528955459595,0.8600000143051147,0.27145665884017944
0.9465838670730591,0.9454770684242249,0.947826087474823,0.15907177329063416,0.875,0.9120879173278809,0.8299999833106995,0.2800498604774475
0.9515528082847595,0.9526774883270264,0.9503105878829956,0.15699933469295502,0.8774999976158142,0.9314285516738892,0.8149999976158142,0.2931658923625946
0.9503105878829956,0.9480840563774109,0.9527950286865234,0.15193180739879608,0.8799999952316284,0.9222221970558167,0.8299999833106995,0.28345629572868347
0.9546583890914917,0.9529703259468079,0.95652174949646,0.1457071751356125,0.8824999928474426,0.9180327653884888,0.8399999737739563,0.2776113748550415
0.9577639698982239,0.9577639698982239,0.9577639698982239,0.1400943100452423,0.8899999856948853,0.914893627166748,0.8600000143051147,0.27248847484588623
0.9590061902999878,0.961298406124115,0.95652174949646,0.1372661292552948,0.8824999928474426,0.9180327653884888,0.8399999737739563,0.27800461649894714
0.9583851099014282,0.9612500071525574,0.955279529094696,0.13508662581443787,0.887499988079071,0.9189189076423645,0.8500000238418579,0.27273237705230713
0.9621118307113647,0.9626865386962891,0.9614906907081604,0.13209891319274902,0.887499988079071,0.9144384860992432,0.8550000190734863,0.27159520983695984
0.9633540511131287,0.96277916431427,0.9639751315116882,0.127890482544899,0.8849999904632568,0.91847825050354,0.8450000286102295,0.27574488520622253
0.9639751315116882,0.9674593210220337,0.9602484703063965,0.1252259761095047,0.8949999809265137,0.907216489315033,0.8799999952316284,0.26788875460624695
0.9614906907081604,0.9661229848861694,0.95652174949646,0.12177000194787979,0.8849999904632568,0.9139785170555115,0.8500000238418579,0.2712852656841278
0.9645962715148926,0.96517413854599,0.9639751315116882,0.11929963529109955,0.887499988079071,0.9144384860992432,0.8550000190734863,0.2731216549873352
0.9664596319198608,0.9676214456558228,0.9652174115180969,0.11692693829536438,0.887499988079071,0.9281768202781677,0.8399999737739563,0.2822895348072052
0.9677018523216248,0.9723964929580688,0.9627329111099243,0.113041952252388,0.8849999904632568,0.9230769276618958,0.8399999737739563,0.2827831208705902
0.9664596319198608,0.9735183119773865,0.9590061902999878,0.11307473480701447,0.8824999928474426,0.9226519465446472,0.8349999785423279,0.2865449786186218
0.9708074331283569,0.9737499952316284,0.9677018523216248,0.10773041844367981,0.9024999737739563,0.9128205180168152,0.8899999856948853,0.2694815397262573
0.9714285731315613,0.9726027250289917,0.9701863527297974,0.10785365104675293,0.8849999904632568,0.9139785170555115,0.8500000238418579,0.2767612636089325
0.969565212726593,0.9748743772506714,0.9639751315116882,0.10622959583997726,0.8849999904632568,0.9230769276618958,0.8399999737739563,0.2815464735031128
0.9745341539382935,0.9786967635154724,0.9701863527297974,0.10218030959367752,0.8849999904632568,0.9230769276618958,0.8399999737739563,0.28342190384864807
0.9739130139350891,0.9762796759605408,0.9714285731315613,0.10012379288673401,0.8824999928474426,0.9135135412216187,0.8450000286102295,0.2790450155735016
0.9770186543464661,0.9788029789924622,0.9751552939414978,0.09905354678630829,0.8824999928474426,0.9135135412216187,0.8450000286102295,0.2812148332595825
0.9770186543464661,0.9800000190734863,0.9739130139350891,0.09603011608123779,0.8924999833106995,0.9153439402580261,0.8650000095367432,0.2778834104537964
0.9770186543464661,0.9788029789924622,0.9751552939414978,0.09371712058782578,0.8999999761581421,0.9166666865348816,0.8799999952316284,0.2762181758880615
0.9770186543464661,0.981203019618988,0.9726707935333252,0.0920722559094429,0.8974999785423279,0.9162303805351257,0.875,0.2808988094329834
0.9776397347450256,0.9824341535568237,0.9726707935333252,0.09083135426044464,0.8924999833106995,0.9153439402580261,0.8650000095367432,0.28533896803855896
0.9795030951499939,0.9825000166893005,0.9763975143432617,0.08808688819408417,0.8999999761581421,0.9123711585998535,0.8849999904632568,0.2777518928050995
0.9770186543464661,0.9776119589805603,0.9763975143432617,0.08886386454105377,0.8949999809265137,0.9202127456665039,0.8650000095367432,0.28395041823387146
