acc,prec,recall,loss,val_acc,val_prec,val_recall,val_loss
0.6963809728622437,0.7375643253326416,0.7923833131790161,0.6513512134552002,0.8333333134651184,0.8212766051292419,0.9414634108543396,0.416028767824173
0.7988571524620056,0.8179190754890442,0.8691646456718445,0.45638594031333923,0.845678985118866,0.8354978561401367,0.9414634108543396,0.37137189507484436
0.8213333487510681,0.8375073075294495,0.8832923769950867,0.4215037524700165,0.8487654328346252,0.8277310729026794,0.9609755873680115,0.3614780604839325
0.8346666693687439,0.8446882367134094,0.8986486196517944,0.3927326202392578,0.8518518805503845,0.8284518718719482,0.9658536314964294,0.33940941095352173
0.8346666693687439,0.8503521084785461,0.890049159526825,0.38949406147003174,0.8734567761421204,0.8534482717514038,0.9658536314964294,0.32720640301704407
0.8468571305274963,0.8580607771873474,0.9023341536521912,0.3651174008846283,0.8703703880310059,0.8687782883644104,0.9365853667259216,0.3110722601413727
0.8537142872810364,0.8637427091598511,0.9072481393814087,0.35378700494766235,0.8734567761421204,0.8534482717514038,0.9658536314964294,0.3203415870666504
0.8441904783248901,0.8549796342849731,0.9017199277877808,0.35549071431159973,0.8703703880310059,0.8528138399124146,0.9609755873680115,0.3144100308418274
0.852571427822113,0.8576368689537048,0.914004921913147,0.35532790422439575,0.8703703880310059,0.8558952212333679,0.9560975432395935,0.3097487986087799
0.8575237989425659,0.8649592399597168,0.9127764105796814,0.34201034903526306,0.8641975522041321,0.8454935550689697,0.9609755873680115,0.31715846061706543
0.8548571467399597,0.8635568618774414,0.9097051620483398,0.3328542709350586,0.8765432238578796,0.8634361028671265,0.9560975432395935,0.3013361692428589
0.8537142872810364,0.8676123023033142,0.9017199277877808,0.34169888496398926,0.8796296119689941,0.8672566413879395,0.9560975432395935,0.3026007115840912
0.8647618889808655,0.8728764057159424,0.9152334332466125,0.3273712396621704,0.8703703880310059,0.8687782883644104,0.9365853667259216,0.2941613495349884
0.8662857413291931,0.8740480542182922,0.9164619445800781,0.3236311972141266,0.8765432238578796,0.8602620363235474,0.9609755873680115,0.30485936999320984
0.8579047322273254,0.8697701692581177,0.9066339135169983,0.3333250880241394,0.8827160596847534,0.8583691120147705,0.9756097793579102,0.30519819259643555
0.8598095178604126,0.8662790656089783,0.9152334332466125,0.3214488923549652,0.8703703880310059,0.865470826625824,0.9414634108543396,0.2941057085990906
0.868571400642395,0.8749269247055054,0.9195331931114197,0.32986655831336975,0.8765432238578796,0.8602620363235474,0.9609755873680115,0.2944825291633606
0.8666666746139526,0.8728121519088745,0.9189189076423645,0.32121741771698,0.8703703880310059,0.8497853875160217,0.9658536314964294,0.30568140745162964
0.8662857413291931,0.8731735944747925,0.9176903963088989,0.325410395860672,0.8827160596847534,0.8678414225578308,0.9609755873680115,0.29582300782203674
0.8624761700630188,0.8698190450668335,0.9152334332466125,0.3276865482330322,0.8641975522041321,0.8425531983375549,0.9658536314964294,0.3134409785270691
